DATE,AQI,PM2.5 AVG,PM2.5 MIN,PM2.5 MAX,PM10 AVG,PM10 MIN,PM10 MAX,NO2 AVG,NO2 MIN,NO2 MAX,NH3 AVG,NH3 MIN,NH3 MAX,SO2 AVG,SO2 MIN,SO2 MAX,CO AVG,CO MIN,CO MAX,OZONE AVG,OZONE MIN,OZONE MAX,PROMINENT POLLUTENT,MAX TEMP,MIN TEMP,HUMIDITY
1/18/2019,114,114,9,326,103,63,133,17,14,21,5,5,5,10,7,18,12,5,26,24,4,52,PM2.5,22,9,48
1/19/2019,116,116,4,353,104,55,133,17,11,20,5,4,5,9,6,17,18,3,22,21,4,45,PM2.5,23,11,50
1/20/2019,169,169,4,429,155,70,315,18,16,32,5,4,5,10,8,20,16,7,30,11,3,44,PM2.5,23,13,58
1/21/2019,100,65,4,136,100,50,171,18,16,22,5,4,5,11,7,24,18,9,32,7,4,22,PM10,22,10,65
1/22/2019,70,61,2,370,70,20,90,19,17,23,4,3,6,12,8,26,19,10,28,14,3,21,PM10,22,9,68
1/23/2019,33,24,3,88,33,5,65,25,19,31,5,5,6,10,4,18,10,4,29,18,4,S,PM10,21,8,64
1/24/2019,53,33,3,170,53,20,106,21,14,26,5,4,5,9,2,16,12,5,24,11,4,33,PM10,20,8,63
1/25/2019,47,35,4,168,47,8,71,18,16,20,5,5,5,10,5,16,11,2,22,22,5,41,PM10,20,7,67
1/26/2019,49,34,7,76,49,27,73,18,16,19,4,3,5,11,5,17,12,4,19,17,5,47,PM10,19,9,68
1/27/2019,92,26,3,82,92,48,114,17,16,19,5,14,5,8,4,12,14,6,26,20,16,48,PM10,18,8,74
1/28/2019,63,36,5,127,63,22,110,17,14,20,5,3,6,10,6,14,16,7,22,16,14,20,PM10,19,9,70
1/29/2019,31,21,5,64,31,4,70,18,13,20,5,4,5,11,7,16,18,8,24,20,16,51,PM10,18,10,68
1/30/2019,123,100,21,150,123,70,151,17,15,19,5,4,5,4,1,15,19,9,28,21,4,53,PM10,18,10,71
1/31/2019,115,78,5,302,115,73,186,18,16,22,5,3,5,5,2,10,12,5,34,11,4,34,PM10,18,11,74
2/1/2019,116,86,11,265,116,82,158,17,11,20,5,3,6,5,3,7,10,3,15,9,3,27,PM10,20,10,65
2/2/2019,83,50,5,156,83,31,140,46,5,148,4,3,7,6,1,11,8,2,12,10,2,14,PM10,21,9,60
2/3/2019,79,33,1,124,79,31,140,41,34,58,5,3,6,10,2,17,10,5,19,6,4,17,PM10,21,10,60
2/4/2019,77,64,3,247,77,34,159,55,21,69,8,4,10,11,4,21,8,2,12,8,4,18,PM10,22,11,58
2/5/2019,151,118,7,328,151,44,500,82,39,137,9,3,12,14,8,39,11,6,24,14,8,39,PM10,23,12,58
2/6/2019,133,133,55,255,121,49,480,78,28,178,10,6,45,20,10,71,20,10,35,20,16,40,PM2.5,22,11,57
2/7/2019,134,134,31,258,100,46,210,68,30,154,12,7,49,18,8,68,21,12,39,21,11,59,PM2.5,21,10,65
2/8/2019,37,26,5,80,37,17,63,12,5,31,12,2,19,8,5,11,13,4,22,24,18,58,PM10,20,9,66
2/9/2019,53,25,5,80,53,32,72,36,2,51,17,10,19,9,5,21,17,8,38,18,9,62,PM10,19,10,70
2/10/2019,76,76,25,197,70,24,180,44,40,51,17,16,18,10,4,21,24,10,98,38,9,43,PM2.5,17,9,74
2/11/2019,394,51,13,130,394,49,500,58,42,69,14,12,18,9,5,13,29,6,60,32,5,56,PM10,18,11,73
2/12/2019,79,62,3,324,79,55,109,43,24,51,15,12,20,9,5,11,24,10,54,35,6,56,PM10,19,10,80
2/13/2019,89,65,11,174,89,47,139,42,19,72,14,9,18,9,4,16,22,9,44,24,5,58,PM10,17,11,75
2/14/2019,100,100,12,329,86,32,120,27,19,33,16,16,17,10,4,16,19,6,40,19,5,50,PM2.5,19,12,80
2/15/2019,181,91,37,181,100,58,155,19,15,27,5,4,7,13,4,30,32,14,59,15,6,33,PM10,20,12,92
2/16/2019,53,53,8,208,48,10,196,18,12,34,17,16,18,10,5,15,10,8,46,9,7,33,PM2.5,18,11,78
2/17/2019,68,68,17,332,46,34,65,5,4,5,18,18,18,9,5,13,12,4,34,24,12,40,PM2.5,19,12,80
2/18/2019,84,84,18,352,72,43,109,5,4,6,18,18,19,9,5,12,9,4,28,7,5,45,PM2.5,18,11,75
2/19/2019,64,64,18,259,59,14,107,5,4,5,18,18,19,11,6,25,19,9,28,21,6,37,PM2.5,19,12,80
2/20/2019,97,86,16,304,97,51,172,4,4,5,18,18,19,13,8,29,11,5,22,12,5,37,PM10,20,11,83
2/21/2019,81,81,18,307,52,29,101,5,4,6,18,18,19,11,7,20,18,6,39,13,7,20,PM2.5,21,9,78
2/22/2019,44,41,2,184,44,29,62,5,4,6,18,18,19,10,4,23,22,10,49,27,12,44,PM10,22,10,68
2/23/2019,63,63,2,265,56,42,87,4,3,5,18,18,19,8,3,14,18,8,56,32,13,50,PM2.5,22,11,70
2/24/2019,81,59,20,190,81,56,117,4,3,5,18,18,19,8,3,12,19,7,39,35,5,57,PM10,21,11,71
2/25/2019,131,131,23,328,111,65,187,4,3,5,18,18,19,11,4,36,18,10,38,26,7,59,PM2.5,23,11,72
2/26/2019,218,218,38,449,132,78,186,4,3,5,18,18,19,12,4,27,20,12,44,24,6,57,PM2.5,22,10,73
2/27/2019,96,96,20,349,55,28,86,4,3,5,18,18,19,10,5,14,22,10,55,34,14,49,PM2.5,21,11,74
2/28/2019,88,83,14,262,88,45,137,5,3,29,18,17,19,8,3,12,23,11,54,27,5,49,PM10,19,10,77
3/1/2019,113,113,21,333,82,56,118,8,2,82,18,16,19,9,6,12,24,10,48,18,7,48,PM2.5,20,11,75
3/2/2019,88,88,20,288,82,47,152,4,2,10,18,18,19,10,6,22,20,5,50,16,7,52,PM2.5,21,12,81
3/3/2019,100,100,25,302,71,39,116,10,1,102,19,18,24,13,8,26,10,4,44,5,5,26,PM2.5,22,12,86
3/4/2019,163,163,18,428,88,42,128,1,1,4,19,19,21,13,6,35,19,12,24,5,5,6,PM2.5,22,11,82
3/5/2019,138,138,32,372,100,59,220,3,21,9,19,18,22,13,3,40,18,8,46,6,5,7,PM2.5,23,13,81
3/6/2019,144,144,21,357,89,24,135,5,1,44,20,19,22,18,7,44,20,10,39,6,5,14,PM2.5,23,12,70
3/7/2019,175,175,5,352,131,99,176,2,1,25,20,18,24,19,1,52,25,8,58,6,5,15,PM2.5,24,12,65
3/8/2019,131,97,6,189,131,100,152,26,1,112,13,6,42,14,1,53,14,10,49,7,5,33,PM10,23,13,70
3/9/2019,130,81,31,150,130,111,150,14,11,17,12,11,14,12,10,26,11,8,29,6,5,7,PM10,24,12,75
3/10/2019,131,88,18,248,131,112,166,17,12,21,11,10,12,12,9,18,10,4,24,6,5,11,PM10,25,13,65
3/11/2019,164,134,42,281,164,110,190,23,16,29,10,8,11,13,11,20,18,8,34,7,4,12,PM10,24,12,70
3/12/2019,175,80,34,147,175,41,187,23,13,28,9,7,10,14,11,25,24,7,18,9,5,20,PM10,24,12,68
3/13/2019,118,114,32,318,118,61,222,15,9,26,12,10,16,18,6,33,28,10,39,5,5,12,PM10,23,11,70
3/14/2019,76,69,27,123,76,33,112,17,12,24,12,11,15,14,8,28,20,10,29,5,5,9,PM10,24,12,65
3/15/2019,60,60,18,94,58,31,101,16,4,52,13,10,19,13,8,30,34,12,54,8,5,28,PM2.5,25,11,68
3/16/2019,56,53,2,87,56,26,70,11,2,18,13,10,16,16,6,34,28,10,49,9,5,32,PM10,26,13,60
3/17/2019,69,61,43,78,69,47,87,16,9,20,12,11,14,13,9,17,16,8,32,6,5,9,PM10,26,14,58
3/18/2019,67,58,36,95,67,38,85,18,13,22,11,10,12,13,9,16,11,4,19,6,5,10,PM10,27,15,63
3/19/2019,71,68,43,139,71,54,115,17,10,22,10,9,12,13,8,30,16,8,24,7,5,12,PM10,28,15,57
3/20/2019,71,71,13,381,70,30,111,14,6,40,14,10,17,18,9,31,18,7,38,32,7,52,PM2.5,29,17,56
3/21/2019,118,118,38,472,53,37,78,1,1,3,5,5,6,12,6,26,24,7,65,34,13,55,PM2.5,27,16,56
3/22/2019,48,42,25,61,48,35,67,2,1,3,5,5,6,11,10,12,11,6,21,41,25,55,PM10,29,16,55
3/23/2019,58,56,24,85,58,45,78,2,1,3,5,5,6,12,10,13,12,8,19,40,20,60,PM10,29,15,50
3/24/2019,54,52,34,61,54,44,68,1,1,2,5,5,6,12,9,14,19,7,36,30,13,59,PM10,28,16,50
3/25/2019,69,68,35,113,69,49,87,1,1,3,5,5,6,11,9,14,21,8,47,19,15,40,PM10,27,15,51
3/26/2019,98,98,51,155,90,59,123,1,1,2,5,5,6,13,10,19,11,7,21,34,5,59,PM2.5,29,15,51
3/27/2019,93,93,37,190,86,51,122,2,1,3,5,5,6,14,10,35,17,9,35,34,5,58,PM2.5,30,16,35
3/28/2019,103,103,21,190,94,70,122,2,1,3,5,5,6,14,10,35,19,10,28,54,5,58,PM2.5,31,17,32
3/29/2019,80,78,43,126,80,57,103,13,6,17,11,9,19,14,10,49,24,12,44,49,18,67,PM10,32,17,30
3/30/2019,91,91,32,173,87,49,112,13,2,51,17,9,75,16,8,36,22,10,35,41,11,71,PM2.5,33,20,20
3/31/2019,77,68,34,98,77,55,101,12,2,42,15,5,61,16,10,28,28,8,39,40,18,75,PM10,35,20,5
